NameR366,MasterID_...2,SampleIDNO,Watersourcetype,watersourcetype2,Dateofvisit2,Division,Parish,Villagetown,Sampletaken,Riskofcontamination10,Topography,LandcoverUnDevelopedorDeveloped,Turbidity,pH,Temp_°C,Electricalconductivity,functionalV1,knownfunctionalproblem,SampleIDNO_R366,MasterID__A,NameR366_A,MasterID__B,__1_1WaterSourceNameNyingwangpii,InterviewersCode,CompletedDateddmmNinodweemakitye,_1_1_WaterSourceIdentificationN,MasterID__C,_1_1name,_1_1subcounty,_1_1Parish,_1_2_a_WUCmgmt,_1_2_b_privmgt,_1_2_c_NGOmgmt,_1_2_d_Unmanaged,_1_7Acholi,_1_7English,_1_7LangOther,_1_9_Positionrespond,_2_1_responsible,_2_2_a_Caretaker,_2_2_b_ caretakerpaid,_2_2_c_ caretakerwage,_2_2_d_caretakerhours,_2_3_inspectorvisits,_2_4WUCAdmin,_2_4WUCfeecollect,_2_4WUCfinmgmt,_2_4WUCtechnical,_2_4WUCother,_2_5_meetatt,_2_6_meetsched,_2_7_ meetmonth,_2_8_meetcommunity,_2_9_meetminutes,_2_10_minutesviewed,_2_11_WUCpay80,_2_12_a_ pubmeet,_2_12_b_pubmeetyear,_2_13_a_meetaccount,_2_13_b_meetaccountyr,_3_1_a_functional,functionalinferred,_3_1_b_openallday,_3_1_c_opentimes,_3_1_d_primaryuse,_3_1_e_whynffees,_3_1_e_whynffinmgmt,_3_1_e_whynfctech,_3_1_e_whynfadmin,_3_1_e_whynfother,_3_1_e_whynfotherB,_3_1_f_Howlongnf,_3_2_firstdaylastbreak,_3_3_a_lengthbreakdown,_3_3_b_costrepair,_3_3_d_nowater,_3_3_d_notenoughwater,_3_3_d_contaminated,_3_3_d_otherproblem,_3_4_a_breaklastyear,_3_4_b_breaklast2weeks,_3_5_a_pplcantaccess,_3_5_b_pplcantafford,_3_5_c_useunimproved,_3_5_c_neighborhelp,_3_5_c_dontknow,_3_5_c_other,_3_6_enoughwater,_4_0_yearbuilt,_4_1_datebuilt,_4_2_regularuserhhs,_4_3_a_authorizedlist,_4_3_b_authorizedhhs,AuthorizedusersdividedbyAllUsers,_4_3_c_updateduserlist,_4_3_d_listshown,__4_3_e_Howmanyhouseholdsareonth,VerifiedusersdividedbyAllUsers,_4_4_feecollectionsystem,_4_5_feeregular,_4_6_a_monthlyfee,_4_6_a_perJCfee,_4_6_a_otherfeetype,_4_6_a_otherfeetypeB,_4_6_b_percentfeesmonthly,_4_6_b_percentfeesperJC,_4_6_b_percentfeesother,_4_6_b_percentfeesdontknow,_4_7_HHswhopaid,_4_8_idealfeecollection,Idealfeesdividedbyallusers,_4_9_actualmonthlyfees,Actualfeesdividedbyidealfees,reportedfeesdividedbyallusers,_4_10_knownHHscantpay,_4_11_a_feecollectrecords,_4_11_b_feerecordsshown,_4_11_c_recordedfeeslastmonth,verifiedfeesdividedbyallusers,_4_12_reactive,_4_13_reportedsavings,_4_14_a_finmgmtrecords,_4_24_b_finmgmtrecshown,_4_14_b_namenumber,_4_14_c_verifiedsavings,__4_14_cDateofrecord,__4_15_savingsstorage,_4_15_savingsstorageother,_4_16_fencing,_4_16_sanitation,_4_16_dontknow,_4_16_fundsaccumulate,_4_16_preventmaint,_4_16_refunds,_4_16_neverrepair,_4_16_othernonwash,_4_16_othernonwashB,_4_17_planOandM,_4_18_enoughfundsrepair,_4_19_personrepair,_4_20_persontrained,_5_0_latrineaccess,_5_1_a_facilitator,_5_1_b_facilitatoryear,_5_1_b_facilitatordate,_5_1_c_whofacilitated,_5_1_c_whofacilitatedother,_5_2_a_ODFdeclaration,_5_2_b_ODFwhen,_6_1_irritated,_6_2_trustworthy,_6_3_interviewquality,_6_4_familypresent,_6_4_nonfamilypresent,_6_4_Totalpresent,_6_5_comments,TTC,TTCGE1,TTCGE10,TTCGE50,TTCGE100,TTCGE125,Unmanaged,MasterID_...165,Superclean_ID,latitude,longitude,OBJECTID2,Proxalt,ProxNWSC,Proxaltfunc,ProxaltfuncNWSC,Proxbore,Proxfuncbore,Proxprotect,Proxfuncprotect,ProxfuncprotectNWSC,ProxTC,Proxmarsh,ProxfunctTTC<125,ProxfunctprotectTTC<125,ProxfunctprotectTTC<125NWSC,Avgprox3func,Avgprox3funcNWSC,Avgprox3funcprotect,Avgprox3funcprotectNWSC
wang ocuna,293,311,PS,5,5/17/18,layibi,techo,techo,1,8,2,0,NA,NA,NA,non functional,NA,NA,311,293,wang ocuna,293,WANG OCUNA PS,7,9-Apr,293,293,WANG OCUNA PS,3,3,NA,1,NA,0,1,NA,NA,7,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,20,0,NA,NA,NA,Children fetch for them,1,2002,Nov-02,200,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,70,0,NA,NA,NA,NA,0,NA,0,1,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,0,293,98,2.739283333,32.28763333,117,509.6709968,804.712366,509.6709968,509.6709968,510.9321506,510.9321506,510.9321506,510.9321506,510.9321506,3791.27782,34.26290993,510.9321506,510.9321506,510.9321506,542.1441741,542.1441741,685.614678,640.4912971
layibi college teacher's quarter BH,294,312,BHWHP,1,5/17/18,layibi,techo,techo,1,0,0,0,0,7.13,26.5,185us/92ppm,1,0,312,294,layibi college teacher's quarter BH,294,LAYIBI COLLEGE TEACHER'S QUARTER BH,0,17/9,294,294,LAYIBI COLLEGE TEACHER'S QUARTER BH,3,3,NA,NA,1,0,NA,1,NA,NA,9,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,15/7/2018,5,350000,1,NA,NA,NA,1,0,0,Don’t knowPe angeyo,NA,NA,NA,NA,1,1993,1993,30,0,NA,NA,NA,NA,NA,NA,1,1,1000,NA,NA,NA,100,NA,NA,NA,30,30000,1000,30000,1,1000,0,1,"YES, but the records are held by someone else.  The name and phone number of the contact person are as follows:",NA,NA,4,0,0,NA,NA,NA,NA,5,KEPT AT HOME,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,0,0,100,0,NA,NA,NA,NA,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,294,158,2.7403,32.29601667,172,224.6794018,366.3717972,224.6794018,224.6794018,224.6794018,224.6794018,224.6794018,224.6794018,224.6794018,3506.888043,570.2545382,224.6794018,224.6794018,224.6794018,329.4945638,312.1950747,329.4945638,312.1950747
Gulu university BH,295,313,BHWHP,1,5/31/18,Laroo,high land,high land,0,0,2,0,0,6.19,26.8,147us/73ppm,1,0,313,295,Gulu university BH,295,GULU UNIVERSITY,7,29/08,295,295,GULU UNIVERSITY,1,1,NA,NA,1,0,NA,1,NA,8,9,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,29/8/2017,360,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,Don’t knowPe angeyo,300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,100,0,NA,NA,NA,NA,0,NA,0,1,0,0,5,5,NA,0,0,0,0,0,0,0,295,290,2.78768333,32.3171,21,299.1116801,26.42423743,299.1116801,26.42423743,299.1116801,299.1116801,299.1116801,299.1116801,299.1116801,2778.777437,822.8189467,299.1116801,299.1116801,299.1116801,336.9971734,44.77734735,336.9971734,44.77734735
Wang larem A,296,315,BHWHP,1,6/15/18,Layibi,techo,techo,1,3,0,1,0,6.77,26.9,123us/62ppm,1,0,315,296,Wang larem A,296,WANG LAREM A,0,24/9,296,296,WANG LAREM A,3,3,1,NA,NA,0,1,NA,NA,1,2,1,1,5000,240,0,1,1,NA,NA,NA,NA,3,NA,NA,0,NA,0,0,NA,0,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,15/7/2017,360,350000,1,NA,NA,NA,1,0,6,6,NA,NA,NA,"FETCH FOR FREE, CHILDREN FETCH FOR THEM",1,NA,Don’t knowPe angeyo,14,0,NA,NA,NA,NA,NA,NA,1,1,2000,NA,NA,NA,60,NA,NA,NA,10,34000,2428.571533,19000,0.558823526,1357.142822,6,1,1,NA,NA,4,67500,1,0,NA,NA,NA,5,PERSONAL ACCOUNT,NA,NA,NA,1,NA,NA,NA,1,NA,1,0,0,0,90,0,NA,NA,NA,NA,0,NA,0,1,0,0,2,2,NA,91,1,1,1,0,0,0,296,90,2.734683333,32.28473333,109,605.8293748,1391.443926,605.8293748,605.8293748,685.923718,685.923718,605.8293748,605.8293748,605.8293748,4380.222919,174.7075566,685.923718,685.923718,685.923718,658.6218218,658.6218218,898.3806312,894.3990064
Wang Larem B,297,316,BHWHP,1,6/15/18,Layibi,Techo,Techo,1,5,2,0,0,6,27.2,161us/80ppm,1,1,316,297,Wang Larem B,297,WANG LAREM B,7,9-Mar,297,297,WANG LAREM B,3,3,1,NA,NA,0,1,NA,NA,3,2,1,1,NA,NA,0,NA,1,NA,NA,NA,9,0,3,50,1,2,1,1,3,1,3,1,1,0,1,4,NA,NA,NA,NA,NA,NA,NA,15/5/2018,1,1.00E+05,NA,1,1,NA,1,0,10,10,NA,NA,NA,Children fetch for them,1,2009,Jun-09,100,1,100,1,1,"YES, but the records are held by someone else - I will share their information with you (indicate the information in the spaces below)",NA,NA,1,1,2000,NA,NA,NA,75,NA,NA,NA,50,2.00E+05,2000,1.00E+05,0.5,1000,10,0,NA,NA,NA,4,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,1,0,100,0,NA,NA,NA,NA,0,NA,1,1,0,1,6,7,TREASURER TRAVELED TO KAMPALA AND HE IS COMING BACK AFTER ONE WEEK  CHAIRPERSON SEPARATED FROM HUSBAND,0,0,0,0,0,0,0,297,124,2.735933333,32.29076667,140,1.849999998,913.9053625,1.849999998,1.849999998,685.923718,685.923718,510.9321506,510.9321506,510.9321506,4066.101364,341.0205906,685.923718,685.923718,685.923718,399.5686229,399.5686229,652.4577412,652.4577412
Wang Lajul,298,317,ODW,3,6/15/18,Layibi,Lacankwite,Lacankwite,1,10,0,1,1,5.59,38.3,113us/57ppm,1,1,317,298,Wang Lajul,298,WANG LAJUL,4,9-Oct,298,298,WANG LAJUL,3,3,NA,NA,NA,1,1,NA,NA,7,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1960,1960,200,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,NA,NA,NA,NA,Don’t knowPe angeyo,NA,0,1,0,0,1,2,NA,125,1,1,1,1,1,1,298,121,2.735933333,32.29075,138,1.849999998,914.5634372,1.849999998,1.849999998,1.849999998,1.849999998,1.849999998,1.849999998,1.849999998,4066.464834,340.5007121,1.849999998,1.849999998,1.849999998,398.5444565,398.5444565,398.5444565,398.5444565
Wang Onek Lakana BH,299,318,BHWHP,1,6/16/18,Layibi,Patuda,Patuda,1,7,0,0,0,5.68,27.3,118us/59ppm,1,1,318,299,Wang Onek Lakana BH,299,WANG ONEK LAKANA,0,19/9,299,299,WANG ONEK LAKANA,3,3,1,NA,NA,0,1,NA,NA,3,2,1,1,15000,360,1,1,NA,1,1,NA,NA,3,NA,NA,NA,NA,1,0,NA,0,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,15/9/2018,3,60000,1,NA,NA,NA,1,1,5,5,NA,NA,NA,"ALLOWED TO FETCH FREE OF CHARGE, CHILDREN FETCH FOR THEM",1,NA,Don’t knowPe angeyo,35,1,30,0.857142857,1,1,35,1,1,1,2000,NA,NA,NA,200,NA,NA,NA,23,76000,2171.428467,6000,0.078947365,171.4285736,5,0,NA,NA,NA,4,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,0,0,80,0,NA,NA,NA,NA,1,Don't knowPe angeyo,0,1,0,0,1,1,NA,2,1,0,0,0,0,0,299,46,2.76405,32.2685,68,5.246732315,78.92152304,5.246732315,5.246732315,5.246732315,5.246732315,5.246732315,5.246732315,5.246732315,3386.019118,359.7012541,5.246732315,5.246732315,5.246732315,56.48281659,29.80499589,169.0078633,58.3057164
Ajabara,300,319,ODW,3,6/16/18,Layibi,Patuda,Patuda,1,9,1,0,0,5.65,26.5,195us/97ppm,1,0,319,300,Ajabara,300,WANG AJABARA,4,9-Nov,300,300,WANG AJABARA,3,3,NA,1,NA,0,1,NA,NA,7,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2000,2000,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,NA,NA,NA,NA,Don’t knowPe angeyo,NA,0,1,0,0,1,1,INTERVIEW WENT ON WELL,0,0,0,0,0,0,0,300,45,2.76408333,32.2684667,67,0,76.45350402,0,0,5.246732315,5.246732315,5.246732315,5.246732315,5.246732315,3388.677207,362.0371477,0,5.246732315,5.246732315,54.83386208,27.23341211,169.8230403,56.02096728
Professor Bwamoi,301,320,DWWHP,4,6/16/18,Layibi,Patuda,patuda,1,5,0,0,0,5.91,27.6,173us/87ppm,1,1,320,301,Professor Bwamoi,301,PROFESSOR BWOMOI,1,19/9,301,301,PROFESSOR BWOMOI,3,3,NA,1,NA,0,1,1,NA,7,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2016,2016,3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,100,1,Don't know Pe angeyo,Don't know Pe angeyo,NGODul ma pe jenge ikom gamente,NA,0,NA,0,1,0,0,1,1,NA,0,0,0,0,0,0,0,301,39,2.757866667,32.26733333,61,366.1019045,775.4395552,366.1019045,366.1019045,605.1187871,605.1187871,366.1019045,366.1019045,366.1019045,3739.558349,276.1843926,369.6818135,369.6818135,369.6818135,446.9675017,446.9675017,446.9675017,446.9675017
Dr Micheal BH,302,321,BHWHP,1,6/16/18,Layibi,Patuda,patuda,1,4,2,0,0,6.2,25.9,203us/102ppm,1,1,321,302,Dr Micheal BH,302,DR MICHAEL,4,9-Nov,302,302,DR MICHAEL,3,3,NA,1,NA,0,1,NA,NA,7,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,10/7/18,61,250000,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,1,2010,2/7/10,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,Don’t knowPe angeyo,NA,0,1,0,8,2,10,INTERVIEW WENT ON WELL,0,0,0,0,0,0,0,302,33,2.76255,32.26438333,56,222.0409721,313.8052221,253.2584097,253.2584097,318.5662333,318.5662333,222.0409721,253.2584097,253.2584097,3871.908191,339.7743413,253.2584097,253.2584097,253.2584097,277.1941492,275.6071455,277.1941492,275.6071455
Opoke Veronica BH,303,322,DWWHP,4,6/16/18,Layibi,Patuda,patuda,1,7,2,0,0,5.66,25.8,111us/55ppm,1,1,322,303,Opoke Veronica BH,303,OPOKE VERONICA,1,20/9,303,303,OPOKE VERONICA,3,3,NA,1,NA,0,1,NA,NA,NA,2,1,1,20000,300,0,1,NA,1,1,NA,6,1,1,0,1,0,1,0,NA,0,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,15/5/2018,7,130000,1,NA,NA,NA,1,0,Don’t knowPe angeyo,0,NA,NA,NA,NA,1,NA,Don’t knowPe angeyo,60,1,30,0.5,1,1,31,0.516666667,1,1,2000,NA,NA,NA,100,NA,NA,NA,46,1.00E+05,1666.666626,75000,0.75,1250,10,1,1,NA,NA,4,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,0,0,98,0,NA,NA,NA,NA,0,NA,0,1,0,0,0,0,"THE SAVINGS GROUP HAS NO CHAIRMAN OR TREASURER SPECIFICALLY FOR THE BOREHOLE BUT THE CARETAKER AFTER COLLECTING THE MONEY, SAVES IT IN THE GROUP AND THE MONEY IS LENT OUT.  THE WATER USER COMMITTEE WAS DEEMED IRRESPONSIBLE AND SO IT WAS DISSOLVED AND MANAGEMENT WAS LEFT IN THE HANDS OF THE WOMEN SAVING GROUP (GENRWOT WOMEN'S GROUP)",0,0,0,0,0,0,0,303,26,2.762983333,32.26215,49,181.7760936,296.8100334,181.7760936,181.7760936,181.7760936,181.7760936,181.7760936,181.7760936,181.7760936,4100.526053,580.1838238,181.7760936,181.7760936,181.7760936,183.770145,183.770145,183.770145,183.770145
Wang John ocen BH,304,323,BHWHP,1,6/19/18,Layibi,Patuda,patuda,1,6,0,1,0,5.83,27,232us/116ppm,1,0,323,304,Wang John ocen BH,304,WANG JOHN OCEN BH,1,9-Jun,304,304,WANG JOHN OCEN BH,3,3,1,NA,NA,0,1,NA,NA,1,2,1,0,NA,300,0,1,1,NA,NA,NA,7,0,0.3,100,0,NA,1,1,2,1,2,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,15/3/2018,14,4.00E+05,NA,1,NA,NA,1,0,3,6,NA,NA,NA,"OTHER PEOPLE FETCH FOR THEM, THEY ARE AUTHORIZED TO FETCH",1,NA,Don’t knowPe angeyo,60,1,66,1.1,1,1,69,1.15,1,1,2000,NA,NA,NA,100,NA,NA,NA,69,138000,2300,106000,0.768115938,1766.666626,15,1,1,60000,1000,4,NA,1,2,NA,318000,19/4/2018,5,KEPT BY THE TREASURER,NA,1,NA,1,NA,NA,NA,NA,NA,1,0,0,0,100,0,NA,NA,NA,NA,0,NA,0,1,0,3,0,3,NA,125,1,1,1,1,1,0,304,22,2.7624,32.25878333,45,217.5231328,295.8991306,217.5231328,217.5231328,223.0356227,223.0356227,217.5231328,217.5231328,217.5231328,4480.108479,918.780084,217.5231328,217.5231328,217.5231328,224.3607536,224.3607536,224.3607536,224.3607536
Wang NUSAF,305,323,BHWHP,1,6/19/18,Layibi,patuda,patuda,1,6,0,0,0,6.06,26,142us/71ppm,1,0,323,305,Wang NUSAF,305,WANG NUSAF,4,9-Nov,305,305,WANG NUSAF,3,3,1,NA,NA,0,1,NA,NA,2,2,1,1,15000,7,0,1,1,1,1,NA,5,0,1,NA,0,NA,0,0,NA,0,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,43199,2,250000,NA,NA,NA,NA,1,0,4,5,NA,NA,NA,HELPED BY GRAND CHILDREN,1,2011,2011,80,1,21,0.2625,0,1,21,0.2625,1,1,1000,NA,NA,NA,100,NA,NA,NA,31,80000,1000,50000,0.625,625,30,1,1,NA,NA,3,1.00E+05,1,2,NA,NA,NA,5,KEPT IN HER BEDROOM UNDER THE BED,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,100,0,NA,NA,NA,NA,Don’t knowPe angeyo,NA,0,1,0,1,1,2,NA,0,0,0,0,0,0,0,305,27,2.760383333,32.26251667,50,259.9543056,579.0315865,259.9543056,259.9543056,259.9543056,259.9543056,259.9543056,259.9543056,259.9543056,4139.836917,487.7027998,259.9543056,259.9543056,259.9543056,270.880866,270.880866,270.880866,270.880866
Wang oluk,306,324,ODW,3,6/19/18,Bardege,Forgod,Forgod,1,8,0,0,0,6.24,25.8,407us/203ppm,1,1,324,306,Wang oluk,306,WANG OLUK,1,9-Mar,306,306,WANG OLUK,4,4,NA,NA,NA,1,1,NA,NA,5,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,Don’t knowPe angeyo,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,HAVE TAP WATER AT HOME AN OPTION FOR BOREHOLE,1,NA,Don’t knowPe angeyo,18,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,100,0,NA,NA,NA,NA,0,NA,0,1,0,6,0,6,THE WATER POINT BROKE DOWN ABOUT TWENTY YEARS AGO. IT WAS PREVIOUSLY A PROTECTED SPRING BUT THERE WASN'T ANY WAY OF BUILDING IT BACK AND THE ODW IS JUST FROM THE SAME SOURCE,21,1,1,0,0,0,1,306,47,2.771116667,32.26903333,69,319.8987191,147.3094643,319.8987191,147.3094643,319.8987191,319.8987191,319.8987191,319.8987191,319.8987191,3217.995045,336.5080326,319.8987191,319.8987191,319.8987191,326.5164571,239.9191645,326.5164571,239.9191645
Wang mama cave sp,307,324,PS,5,6/19/18,Bardege,Michan,Michan,1,1,0,0,0,6.35,26.4,202us/101ppm,1,0,324,307,Wang mama cave sp,307,WANG MAMA CAVE,1,9-Mar,307,307,WANG MAMA CAVE,4,4,NA,NA,NA,1,1,NA,NA,5,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,Children fetch for them,1,2003,2/6/03,60,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,100,0,NA,NA,NA,NA,0,NA,0,1,0,6,0,6,NA,0,0,0,0,0,0,1,307,49,2.769983333,32.27186667,71,298.2252722,445.8203831,305.124713,305.124713,305.124713,305.124713,298.2252722,305.124713,305.124713,2908.279253,29.7601772,305.124713,305.124713,305.124713,378.8660645,363.5656764,438.006515,414.2222145
Odong BH,308,325,DWWHP,4,6/20/18,Bardege,kasubi,kasubi central,1,7,0,1,0,6.3,25.2,184us/92ppm,1,1,325,308,Odong BH,308,ODONG BH,5,9-Mar,308,308,ODONG BH,4,4,1,NA,NA,0,1,NA,NA,1,2,1,1,NA,NA,0,1,1,1,1,NA,5,0,1,55,1,0,1,1,12,0,NA,1,1,0,1,4,NA,NA,NA,NA,NA,NA,NA,15/1/2018,1,50000,1,NA,NA,NA,1,0,6,6,NA,NA,NA,Send children,0,2001,15/7/2001,102,1,30,0.294117647,1,1,NA,NA,1,1,2000,NA,NA,NA,100,NA,NA,NA,30,120000,1176.470581,35000,0.291666657,343.1372681,6,1,Records do not existPe tye,NA,NA,4,230000,1,0,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,1,1,90,0,NA,NA,NA,NA,0,NA,0,2,0,0,0,0,NA,125,1,1,1,1,1,0,308,109,2.78765,32.28991667,127,78.02,99.39688474,78.02,78.02,550.5637588,550.5637588,78.02,78.02,78.02,1988.351022,262.9379832,78.02,78.02,78.02,308.2507447,157.8617867,308.2507447,157.8617867
David DW,309,326,DWWHP,4,6/20/18,Bardege,kasubi,keyi A,1,3,0,1,0,6.21,25.8,174us/87ppm,1,1,326,309,David DW,309,DAVID BH,6,9-Nov,309,309,DAVID BH,4,4,NA,1,NA,0,1,NA,NA,7,6,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,1/3/18,2,NA,NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,NA,Don’t knowPe angeyo,30,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,100  PER 20L JERRYCAN,NA,NA,100,NA,NA,6,NA,NA,15000,NA,500,0,0,NA,NA,NA,4,0,0,NA,NA,NA,NA,5,NOT SAVED,NA,NA,NA,NA,NA,NA,NA,1,BUYING HOUSEHOLD ITEMS,1,0,1,0,100,0,NA,NA,NA,NA,Don’t knowPe angeyo,NA,0,1,NA,2,0,2,NA,8,1,0,0,0,0,0,309,108,2.78835,32.28991667,126,78.02,24.90740459,78.02,24.90740459,550.5637588,550.5637588,78.02,78.02,78.02,2058.365715,312.7552811,550.5637588,550.5637588,550.5637588,333.811912,143.5307921,333.811912,143.5307921
